0.0019457, -0.0021324
0.0019457, -0.0029767
0.0019457, -0.0038211
0.0019457, -0.0046654
0.058275, -0.0021336
0.058275, -0.0029779
0.058275, -0.0038223
0.058275, -0.0046666
0.11460, -0.0021348
0.11460, -0.0029791
0.11460, -0.0038235
0.11460, -0.0046678
0.17093, -0.0021360
0.17093, -0.0029803
0.17093, -0.0038247
0.17093, -0.0046690
0.22726, -0.0021372
0.22726, -0.0029815
0.22726, -0.0038259
0.22726, -0.0046702
0.28359, -0.0012941
0.28359, -0.0021384
0.28359, -0.0029827
0.28359, -0.0038271
0.28359, -0.0046714
0.33992, -0.0012953
0.33992, -0.0021396
0.33992, -0.0029839
0.39625, -0.0012965
0.39625, -0.0021408
0.39625, -0.0029851
0.39625, -0.0038295
0.45258, -0.0012977
0.45258, -0.0021420
0.45258, -0.0029864
0.45258, -0.0038307
0.50891, -0.00045454
0.50891, -0.0012989
0.50891, -0.0021432
0.50891, -0.0029876
0.50891, -0.0038319
0.56524, 0.00038860
0.56524, -0.00045574
0.56524, -0.0013001
0.56524, -0.0021444
0.56524, -0.0029888
0.62157, 0.00038740
0.62157, -0.00045694
0.62157, -0.0013013
0.62157, -0.0021456
0.67790, 0.00038619
0.67790, -0.00045814
0.67790, -0.0013025
0.67790, -0.0021468
0.73423, 0.00038499
0.73423, -0.00045935
0.73423, -0.0013037
0.73423, -0.0021480
0.73423, -0.0029924
0.79056, -0.00046055
0.79056, -0.0013049
0.79056, -0.0021492
0.79056, -0.0029936
0.84689, 0.00038259
0.84689, -0.00046175
0.84689, -0.0013061
0.84689, -0.0021504
0.84689, -0.0029948
0.90322, 0.00038138
0.90322, -0.00046296
0.90322, -0.0013073
0.90322, -0.0021516
0.90322, -0.0029960
0.95954, 0.00038018
0.95954, -0.00046416
0.95954, -0.0013085
0.95954, -0.0021528
1.0159, 0.00037898
1.0159, -0.00046536
1.0159, -0.0013097
1.0722, 0.00037778
1.0722, -0.00046656
1.0722, -0.0013109
1.0722, -0.0021552
1.0722, -0.0029996
1.0722, -0.0038439
1.0722, -0.0046883
1.0722, -0.0055326
1.0722, -0.0063769
1.0722, -0.0072213
1.0722, -0.0080656
1.0722, -0.0089100
1.0722, -0.0097543
1.0722, -0.010599
1.0722, -0.011443
1.0722, -0.012287
1.0722, -0.013132
1.0722, -0.013976
1.0722, -0.014820
1.0722, -0.015665
1.0722, -0.016509
1.0722, -0.017353
1.0722, -0.018198
1.0722, -0.019042
1.0722, -0.019886
1.0722, -0.020731
1.0722, -0.021575
1.0722, -0.022419
1.0722, -0.023264
1.0722, -0.024108
1.0722, -0.024952
1.0722, -0.025797
1.0722, -0.026641
1.0722, -0.027485
1.0722, -0.028330
1.0722, -0.029174
1.0722, -0.030018
1.0722, -0.030863
1.0722, -0.031707
1.0722, -0.032551
1.0722, -0.033396
1.0722, -0.034240
1.0722, -0.035084
1.0722, -0.035929
1.0722, -0.036773
1.0722, -0.037617
1.0722, -0.038462
1.0722, -0.039306
1.0722, -0.040151
1.1285, 0.00037657
1.1285, -0.00046777
1.1285, -0.0013121
1.1285, -0.0021564
1.1285, -0.0030008
1.1285, -0.0038451
1.1285, -0.0046895
1.1285, -0.0055338
1.1285, -0.0063781
1.1285, -0.0072225
1.1285, -0.0080668
1.1285, -0.0089112
1.1285, -0.0097555
1.1285, -0.010600
1.1285, -0.011444
1.1285, -0.012289
1.1285, -0.013133
1.1285, -0.013977
1.1285, -0.014822
1.1285, -0.015666
1.1285, -0.016510
1.1285, -0.017355
1.1285, -0.018199
1.1285, -0.019043
1.1285, -0.019888
1.1285, -0.020732
1.1285, -0.021576
1.1285, -0.022421
1.1285, -0.023265
1.1285, -0.024109
1.1285, -0.024954
1.1285, -0.025798
1.1285, -0.026642
1.1285, -0.027487
1.1285, -0.028331
1.1285, -0.029175
1.1285, -0.030020
1.1285, -0.030864
1.1285, -0.031708
1.1285, -0.032553
1.1285, -0.033397
1.1285, -0.034241
1.1285, -0.035086
1.1285, -0.035930
1.1285, -0.036774
1.1285, -0.037619
1.1285, -0.038463
1.1285, -0.039307
1.1285, -0.040152
1.1285, -0.040996
1.1285, -0.041840
1.1285, -0.042685
1.1285, -0.043529
1.1285, -0.044373
1.1285, -0.045218
1.1285, -0.046062
1.1285, -0.046906
1.1285, -0.047751
1.1849, -0.0013133
1.1849, -0.0021576
1.1849, -0.0030020
1.1849, -0.0038463
1.1849, -0.0046907
1.1849, -0.0055350
1.1849, -0.0063793
1.1849, -0.0072237
1.1849, -0.0080680
1.1849, -0.0089124
1.1849, -0.0097567
1.1849, -0.010601
1.1849, -0.011445
1.1849, -0.012290
1.1849, -0.013134
1.1849, -0.013978
1.1849, -0.014823
1.1849, -0.015667
1.1849, -0.016511
1.1849, -0.017356
1.1849, -0.018200
1.1849, -0.019044
1.1849, -0.019889
1.1849, -0.020733
1.1849, -0.021577
1.1849, -0.022422
1.1849, -0.023266
1.1849, -0.024110
1.1849, -0.024955
1.1849, -0.025799
1.1849, -0.026643
1.1849, -0.027488
1.1849, -0.028332
1.1849, -0.029176
1.1849, -0.030021
1.1849, -0.030865
1.1849, -0.031710
1.1849, -0.032554
1.1849, -0.033398
1.1849, -0.034243
1.1849, -0.035087
1.1849, -0.035931
1.1849, -0.036776
1.1849, -0.037620
1.1849, -0.038464
1.1849, -0.039309
1.1849, -0.040153
1.1849, -0.040997
1.1849, -0.041842
1.1849, -0.042686
1.1849, -0.043530
1.1849, -0.044375
1.1849, -0.045219
1.1849, -0.046063
1.1849, -0.046908
1.1849, -0.047752
1.1849, -0.048596
1.1849, -0.049441
1.2412, -0.036777
1.2412, -0.037621
1.2412, -0.038465
1.2412, -0.039310
1.2412, -0.040154
1.2412, -0.040998
1.2412, -0.041843
1.2412, -0.042687
1.2412, -0.043531
1.2412, -0.044376
1.2412, -0.045220
1.2412, -0.046064
1.2412, -0.046909
1.2412, -0.047753
1.2412, -0.048598
1.2412, -0.049442
1.2412, -0.050286
