Time (sec),Rate μcal/sec
249,-0.003754806608856723
250,-0.0038732510362512913
251,-0.0039916954636458595
252,-0.0041066540723425716
253,-0.004128270202574484
254,-0.004149886332806396
255,-0.004171502463038308
256,-0.004130242339169595
257,-0.0040554224968545344
258,-0.0039806026545394745
259,-0.003919477258353316
260,-0.003894637146435707
261,-0.003869797034518099
262,-0.00384495692260049
263,-0.0038410379825126197
264,-0.003839547392726415
265,-0.0038380568029402103
266,-0.0038055921251547694
267,-0.003743605269745056
268,-0.0036816184143353427
269,-0.003619748951402613
270,-0.003558638159253974
271,-0.0034975273671053343
272,-0.0034364165749566954
273,-0.003384817468868091
274,-0.0033362882720369583
275,-0.003287759075205826
276,-0.0032388879489585994
277,-0.0031894395870304395
278,-0.00313999122510228
279,-0.003090542863174121
280,-0.0030533900511753075
281,-0.003016311457787738
282,-0.0029792328644001683
283,-0.0029424185817461717
284,-0.002905769064224792
285,-0.0028691195467034124
286,-0.0028267444904403554
287,-0.0027660380874497425
288,-0.0027053316844591296
289,-0.0026446252814685163
290,-0.0025732773909855097
291,-0.0025001102298070825
292,-0.0024269430686286544
293,-0.002394055092925708
294,-0.002405508069300812
295,-0.0024169610456759158
296,-0.0024225325404954277
297,-0.0023739703989563397
298,-0.0023254082574172526
299,-0.0022768461158781646
300,-0.0022450914676611
301,-0.0022200692327354887
302,-0.0021950469978098785
303,-0.0022024722827701034
304,-0.0022740200475047136
305,-0.0023455678122393233
306,-0.0024171155769739335
307,-0.0023282856332601234
308,-0.002232424516524561
309,-0.002136563399788999
310,-0.002019401203112519
311,-0.0018868140864788214
312,-0.0017542269698451237
313,-0.0016521409612188789
314,-0.001675171742582413
315,-0.0016982025239459472
316,-0.0017212333053094814
317,-0.0016077638730990185
318,-0.0014639239777217213
319,-0.0013200840823444243
320,-0.001233813608178898
321,-0.0012208133064647336
322,-0.0012078130047505692
323,-0.0012049023436024131
324,-0.0013720741948529188
325,-0.0015392460461034247
326,-0.0017064178973539303
327,-0.0017194479850748466
328,-0.0016592721025059174
329,-0.0015990962199369885
330,-0.001549695168412049
331,-0.0015254353893230863
332,-0.001501175610234123
333,-0.0014769158311451597
334,-0.00138657274281734
335,-0.0012901696130309392
336,-0.0011937664832445383
337,-0.0011230706041152959
338,-0.0010744504681154334
339,-0.0010258303321155709
340,-0.0009926416076500458
341,-0.0010404677937398113
342,-0.0010882939798295766
343,-0.001136120165919342
344,-0.001071331108982031
345,-0.000975148032888821
346,-0.0008789649567956106
347,-0.0007873923415269724
348,-0.0007027933378573095
349,-0.0006181943341876465
350,-0.0005359993148245194
351,-0.0005715995264817584
352,-0.0006071997381389975
353,-0.0006427999497962364
354,-0.0006399427088765484
355,-0.0006156403464264185
356,-0.0005913379839762884
357,-0.0005731676173507333
358,-0.0005726326805772568
359,-0.0005720977438037803
360,-0.0005715628070303038
361,-0.0005291624194940815
362,-0.0004810531068538483
363,-0.000432943794213615
364,-0.0003305175909904488
365,-0.0001742073010933914
366,-1.789701119633401e-05
367,0.00011613401947580459
368,9.277286401064776e-05
369,6.941170854549093e-05
370,4.60505530803341e-05
371,-4.834437600480236e-05
372,-0.00016769711744290346
373,-0.00028704985888100456
374,-0.000376263945387112
375,-0.00041236073397439435
376,-0.00044845752256167663
377,-0.00048455431114895897
378,-0.0004731960484545833
379,-0.0004610661589101012
380,-0.0004489362693656191
381,-0.000379278720093505
382,-0.0002712693976696397
383,-0.00016326007524577443
384,-4.4461863838349546e-05
385,0.00011214605761056365
386,0.0002687539790594768
387,0.00042536190050838994
388,0.00038942215389333807
389,0.0003178930278730813
390,0.00024636390185282466
391,0.00019705969007519122
392,0.00017322351307343854
393,0.00014938733607168587
394,0.00013245169636302034
395,0.00019276841317929333
420,-0.017806940044309643
421,-0.017580776130666616
422,-0.017303837112834123
423,-0.017026898095001627
424,-0.01674995907716913
425,-0.01595422919036552
426,-0.014900657135150989
427,-0.013847085079936457
428,-0.012750022731887602
429,-0.011529180319617974
430,-0.010308337907348345
431,-0.009087495495078715
432,-0.008136991137216765
433,-0.0072165243409556745
434,-0.006296057544694585
435,-0.0051897223565537266
436,-0.003925054834589342
437,-0.0026603873126249556
438,-0.0015099351775839927
439,-0.0011970625466480958
440,-0.000884189915712199
441,-0.0005713172847763019
442,-0.0009322806681749136
443,-0.0015060343718896964
444,-0.0020797880756044792
445,-0.002549601686981555
446,-0.0028635051598520536
447,-0.0031774086327225524
448,-0.003491312105593051
449,-0.0036005261825445035
450,-0.0037055629248853427
451,-0.0038105996672261814
452,-0.003847308424970502
453,-0.0038421387405427627
454,-0.0038369690561150236
455,-0.003827384748742093
456,-0.003805235745294385
457,-0.003783086741846677
458,-0.003760937738398969
459,-0.0037491605349478656
460,-0.0037393589124484965
461,-0.003729557289949127
462,-0.0037052096396300496
463,-0.003665103792506288
464,-0.0036249979453825266
465,-0.0035802944252639156
466,-0.0035018746365164063
467,-0.0034234548477688974
468,-0.003345035059021388
469,-0.0032929091877013875
470,-0.0032520521381360305
471,-0.003211195088570673
472,-0.003177641735239947
473,-0.003158266145188209
474,-0.003138890555136471
475,-0.003119514965084733
476,-0.0030421443912436535
477,-0.0029635902463048328
478,-0.002885036101366012
479,-0.0028163185782716592
480,-0.002755329829483676
481,-0.0026943410806956935
482,-0.002639566796608073
483,-0.0026096503713218967
484,-0.0025797339460357205
485,-0.002549817520749544
486,-0.002563902653798975
487,-0.0025863690360551934
488,-0.002608835418311412
489,-0.0025910613276776203
490,-0.002517717060195736
491,-0.0024443727927138514
492,-0.0023719961457927406
493,-0.0023147788876571045
494,-0.002257561629521468
495,-0.002200344371385831
496,-0.0022873365054655185
497,-0.002436132664780331
498,-0.0025849288240951443
499,-0.0026374471351544985
500,-0.0025030731525415174
501,-0.002368699169928536
502,-0.0022343251873155547
503,-0.002138953099436141
504,-0.0020469724806639962
505,-0.001954991861891851
506,-0.001927811052420836
507,-0.0019515443788292685
508,-0.001975277705237701
509,-0.001974113661648068
510,-0.0018733601380661307
511,-0.0017726066144841933
512,-0.0016718530909022558
513,-0.0015692968973032998
514,-0.0014662322583149276
515,-0.001363167619326556
516,-0.0013414607984502227
517,-0.0014321052502048184
518,-0.0015227497019594137
519,-0.0016086290262576528
520,-0.001619854687073053
521,-0.0016310803478884529
522,-0.001642306008703853
523,-0.0016022195198127191
524,-0.0015332699467116577
525,-0.001464320373610596
526,-0.0013963714916767071
527,-0.0013309958156012625
528,-0.0012656201395258178
529,-0.001200244463450373
530,-0.0012156818473223815
531,-0.0012381464537985201
532,-0.001260611060274659
533,-0.0012984104946730704
534,-0.001351544756993755
535,-0.0014046790193144396
536,-0.0014241278147434444
537,-0.0012366515992663942
538,-0.001049175383789344
539,-0.0008616991683122936
540,-0.0007419197439822713
541,-0.000641234286386029
542,-0.0005405488287897868
543,-0.0005110071546075702
544,-0.0006079433176058988
545,-0.0007048794806042275
546,-0.0006041861100888682
547,-0.0007811151795094003
548,-0.0007604147154162445
549,-0.0007397142513230887
550,-0.0007323056464804014
551,-0.0007323737124660993
552,-0.0007324417784517972
553,-0.0007369351009189622
554,-0.0007571179690931445
555,-0.0007773008372673265
556,-0.0007974837054415088
557,-0.0007242098320899298
558,-0.0006357220705829962
559,-0.0005472343090760626
560,-0.0004862142317999243
561,-0.00045266183875458156
562,-0.00041910944570923886
563,-0.0003889659405224625
564,-0.00039802464570917794
565,-0.00040708335089589343
566,-0.0004161420560826089
567,-0.0004031333483829736
568,-0.00038154286900531407
569,-0.00035995238962765455
570,-0.0003259976372354916
571,-0.00027006195503976807
572,-0.0002141262728440446
573,-0.0001581905906483211
574,-5.81628617461632e-05
575,4.4679253115982814e-05
576,0.00014752136797812883
577,0.00019713036982194879
578,0.00020819125534215976
579,0.00021925214086237073
580,0.00021062631979255268
581,0.00013220217535805107
582,5.3778030923549466e-05
583,-2.464611351095213e-05
584,-3.005342468065762e-05
585,-1.7206527534171864e-05
586,-4.359630387686112e-06
587,2.7243274986175134e-05
588,8.271746355851998e-05
589,0.00013819165213086484
590,0.00019101715482644003
591,0.0002133827699391809
592,0.00023574838505192183
593,0.0002581140001646627
594,0.0002815179644649131
595,0.00030545683592236546
620,-0.017881865970625688
621,-0.017379144999102644
622,-0.01731467840783918
623,-0.017250211816575715
624,-0.016995932002099458
625,-0.01614057698078273
626,-0.015285221959466
627,-0.01442986693814927
628,-0.013319675604438043
629,-0.0121747338644912
630,-0.011029792124544354
631,-0.00995549448379953
632,-0.008946406780779651
633,-0.007937319077759774
634,-0.006829473421388459
635,-0.004832806184854444
636,-0.0028361389483204285
637,-0.0008394717117864135
638,0.00013745177607010209
639,0.0007560869197967029
640,0.0013747220635233035
641,0.0013581987811747537
642,0.000305364382598306
643,-0.0007474700159781416
644,-0.0018003044145545896
645,-0.002259054879994436
646,-0.0026930518482202815
647,-0.0031270488164461263
648,-0.0033692298211166734
649,-0.0034835335167503682
650,-0.003597837212384063
651,-0.003697712349543755
652,-0.0037518970515357727
653,-0.0038060817535277916
654,-0.003860266455519809
655,-0.0038522419908602694
656,-0.0038305618554723316
657,-0.003808881720084394
658,-0.003783868038342868
659,-0.0037549410630558265
660,-0.0037260140877687846
661,-0.003695691085202183
662,-0.0036528038371195504
663,-0.0036099165890369177
664,-0.0035670293409542854
665,-0.0035197318653794572
666,-0.0034703589886318307
667,-0.003420986111884205
668,-0.0033817396218616316
669,-0.0033640117036298003
670,-0.0033462837853979687
671,-0.003328555867166138
672,-0.003245154765189121
673,-0.0031590172805560568
674,-0.003072879795922993
675,-0.0030011338694482434
676,-0.0029416474184416888
677,-0.002882160967435135
678,-0.002831933314552401
679,-0.0028238846309003875
680,-0.0028158359472483735
681,-0.00280778726359636
682,-0.0027535099411301707
683,-0.0026890848686803776
684,-0.0026246597962305846
685,-0.002567192116362134
686,-0.002520160525365698
687,-0.0024731289343692623
688,-0.002427241646421618
689,-0.002408817631645003
690,-0.0023903936168683877
691,-0.002371969602091772
692,-0.002322342685757864
693,-0.0022580320510440497
694,-0.002193721416330236
695,-0.0021563334519476007
696,-0.002195571549276787
697,-0.002234809646605974
698,-0.0022740477439351604
699,-0.002308497058081982
700,-0.0023424142852085396
701,-0.002376331512335098
702,-0.0023571773154367026
703,-0.002292814127702249
704,-0.0022284509399677953
705,-0.0021586078714753666
706,-0.002048579010757786
707,-0.001938550150040206
708,-0.001828521289322626
709,-0.001738071651040741
710,-0.0016538049251069707
711,-0.0015695381991732004
712,-0.0015104057829858075
713,-0.0014889748314179854
714,-0.0014675438798501632
715,-0.001446112928282341
716,-0.0014317211393469966
717,-0.0014174730067919067
718,-0.0014032248742368168
719,-0.0013917550489895441
720,-0.001381988057253514
721,-0.0013722210655174839
722,-0.001373371279603261
723,-0.0014055935410280285
724,-0.001437815802452796
725,-0.0014700380638775635
726,-0.0014825107339482087
727,-0.0014912215770942572
728,-0.0014999324202403053
729,-0.0014793505190220737
730,-0.0014270348114092078
731,-0.0013747191037963415
732,-0.001313226285126707
733,-0.0011844346520407734
734,-0.0010556430189548399
735,-0.0009268513858689064
736,-0.0008719684775667844
737,-0.0008487607370291459
738,-0.0008255529964915075
739,-0.0008363433449261585
740,-0.0009131299837187735
741,-0.0009899166225113885
742,-0.0010667032613040034
743,-0.0010156837463560064
744,-0.0009620559425561629
745,-0.0009084281387563191
746,-0.0008478132461784498
747,-0.0007817084981321332
748,-0.0007156037500858165
749,-0.0006565103545086041
750,-0.0006254623688078201
751,-0.0005944143831070361
752,-0.0005633663974062523
753,-0.0005584535360924239
754,-0.000558518793709443
755,-0.0005585840513264623
756,-0.0005349841893157695
757,-0.00047870392400965956
758,-0.0004224236587035495
759,-0.00036313614850007114
760,-0.0002567351349045375
761,-0.00015033412130900382
762,-4.393310771347017e-05
763,-2.706251109536971e-05
764,-4.856209318189592e-05
765,-7.006167526842216e-05
766,-9.683690076048411e-05
767,-0.00013717806643821125
768,-0.00017751923211593837
769,-0.00021786039779366555
770,-0.0002608209447873299
771,-0.00030400926406933687
772,-0.00034719758335134384
773,-0.00038487484925407603
774,-0.00041822200178737916
775,-0.0004515691543206823
776,-0.0004696658514549996
777,-0.00042676072699339055
778,-0.0003838556025317816
779,-0.00034095047807017255
780,-0.00029720190005872913
781,-0.0002532154248922041
782,-0.0002092289497256791
783,-0.0001613739432336659
784,-0.00010817667919693249
785,-5.4979415160199096e-05
786,-5.621262797506917e-06
787,-1.6409193328185117e-05
788,-2.7197123858863318e-05
789,-3.798505438954152e-05
790,-3.3981069773833364e-05
791,-2.1656632888282398e-05
792,-9.332196002731425e-06
793,5.572980803302379e-06
794,2.7114345976289215e-05
795,4.865571114927606e-05
820,-0.0178313625798699
821,-0.01764373346331155
822,-0.0174561043467532
823,-0.01726847523019485
824,-0.01691980333974788
825,-0.016544915183784162
826,-0.016170027027820444
827,-0.015251175708173971
828,-0.013788361224844751
829,-0.012325546741515531
830,-0.01084869663659439
831,-0.009210436883366261
832,-0.007572177130138133
833,-0.005933917376910005
834,-0.0046826229636308106
835,-0.003581815071442846
836,-0.0024810071792548813
837,-0.001601075340458856
838,-0.0011138120410264477
839,-0.0006265487415940396
840,-0.00013928544216163153
841,-0.0005932189086205713
842,-0.0011072287643916667
843,-0.001621238620162762
844,-0.00207133509279781
845,-0.0024751494604032917
846,-0.002878963828008774
847,-0.0032195893243499724
848,-0.0033361815498449614
849,-0.00345277377533995
850,-0.003569366000834939
851,-0.003606064315394462
852,-0.0036227891522201128
853,-0.0036395139890457633
854,-0.003637686569796957
855,-0.0036122471882715523
856,-0.0035868078067461473
857,-0.0035617360588449123
858,-0.0035408920976216143
859,-0.0035200481363983167
860,-0.0034992041751750196
861,-0.0034713207148596753
862,-0.0034398108459211545
863,-0.0034083009769826328
864,-0.0033619338320563037
865,-0.0032808997098250805
866,-0.0031998655875938573
867,-0.003118831465362634
868,-0.0030742778091125563
869,-0.003032052693244251
870,-0.0029898275773759457
871,-0.002949445333139143
872,-0.0029107642011775743
873,-0.0028720830692160054
874,-0.002831652482102812
875,-0.0027820372554435997
876,-0.0027324220287843863
877,-0.002682806802125173
878,-0.002604966711292226
879,-0.002520070404415843
880,-0.00243517409753946
881,-0.00238467848499277
882,-0.0023903103210892902
883,-0.0023959421571858107
884,-0.0024036148429811893
885,-0.002511289164020701
886,-0.0026189634850602127
887,-0.002726637806099724
888,-0.002679308288767355
889,-0.0025521283092434406
890,-0.0024249483297195257
891,-0.002307534652929245
892,-0.002221047601462136
893,-0.002134560549995027
894,-0.0020480734985279182
895,-0.002069391466160149
896,-0.0021054101182150014
897,-0.002141428770269854
898,-0.002142226649685937
899,-0.0021105130466662313
900,-0.002078799443646526
901,-0.0020508622423130933
902,-0.0020569126561560715
903,-0.0020629630699990496
904,-0.0020690134838420283
905,-0.00198463996204132
906,-0.0018684958682576975
907,-0.0017523517744740748
908,-0.001664247917133727
909,-0.0016218939192534833
910,-0.0015795399213732397
911,-0.001537185923492996
912,-0.0015435008096426409
913,-0.0015518435659601958
914,-0.0015601863222777508
915,-0.0015715459271921082
916,-0.0015849167645043346
917,-0.0015982876018165609
918,-0.001575375962759132
919,-0.0014375698151978002
920,-0.0012997636676364682
921,-0.0011619575200751365
922,-0.0011702959006306272
923,-0.001210714787358117
924,-0.0012511336740856065
925,-0.0012841987201963711
926,-0.0013086309968875032
927,-0.0013330632735786354
928,-0.0013476339288710018
929,-0.001273449991574614
930,-0.001199266054278226
931,-0.0011250821169818382
932,-0.001084782594637163
933,-0.0010604286793285827
934,-0.0010360747640200025
935,-0.0009859040076773563
936,-0.0008808724641373037
937,-0.0007758409205972511
938,-0.0006708093770571983
939,-0.0006870255992049126
940,-0.0007082938115896124
941,-0.0007295620239743122
942,-0.0007781848553030598
943,-0.0008501097694359995
944,-0.0009220346835689395
945,-0.0009793205549951866
946,-0.000969917454090974
947,-0.0009605143531867612
948,-0.0009511112522825486
949,-0.0008538136804756352
950,-0.0007372222004217792
951,-0.0006206307203679231
952,-0.0004947060265165163
953,-0.0003547815119687756
954,-0.00021485699742103485
955,-7.970217110945959e-05
956,-5.9019862465966915e-05
957,-3.833755382247426e-05
958,-1.7655245178981595e-05
959,-1.1063642689851278e-05
960,-1.1102960743948362e-05
961,-1.1142278798045445e-05
962,-7.938263016491884e-06
963,4.4967798357601076e-06
964,1.6931822688012103e-05
965,2.9366865540264095e-05
966,-3.692135495030262e-05
967,-0.00011195660470117369
968,-0.00018699185445204475
969,-0.00025013270677266933
970,-0.000303141294615675
971,-0.00035614988245868067
972,-0.0003988489215270286
973,-0.00036594460291463824
974,-0.00033304028430224786
975,-0.0003001359656898575
976,-0.00022793297297097495
977,-0.00014331987263951535
978,-5.870677230805572e-05
979,2.5981776490918585e-05
980,0.00011078349799116496
981,0.0001955852194914113
982,0.0002803869409916577
983,0.000293408373059961
984,0.0003049649012623077
985,0.0003165214294646544
986,0.0002675580892706095
987,0.00018150192651101717
988,9.544576375142477e-05
989,3.451427749751757e-05
990,4.509148591364076e-05
991,5.566869432976394e-05
992,6.624590274588713e-05
993,5.049730498086219e-05
994,2.9734267943234566e-05
995,8.971230905606934e-06
1020,-0.01965907684121601
1021,-0.018900253611052242
1022,-0.018141430380888474
1023,-0.017305337720725237
1024,-0.01636253965722934
1025,-0.015419741593733438
1026,-0.014475377086125285
1027,-0.013506471620758555
1028,-0.012537566155391826
1029,-0.011568660690025096
1030,-0.011162699645599345
1031,-0.01099800049586253
1032,-0.010833301346125717
1033,-0.01043460341376969
1034,-0.00943419432610771
1035,-0.008433785238445733
1036,-0.007433376150783752
1037,-0.00564833159189432
1038,-0.0037950578615938745
1039,-0.0019417841312934275
1040,-0.0006831611513840509
1041,0.00010823623893223844
1042,0.0008996336292485278
1043,0.0014584668155216802
1044,0.0005886913198167479
1045,-0.00028108417588818414
1046,-0.0011508596715931164
1047,-0.0017367874226388476
1048,-0.002242655553396074
1049,-0.0027485236841532997
1050,-0.003120337280863929
1051,-0.0033070279496055033
1052,-0.0034937186183470782
1053,-0.003397678801504451
1054,-0.0037002842453508315
1055,-0.0037201592036130104
1056,-0.0037400341618751896
1057,-0.0037182766175284637
1058,-0.0036731007904642157
1059,-0.003627924963399968
1060,-0.003596238220856878
1061,-0.003599237695653912
1062,-0.0036022371704509466
1063,-0.0036052366452479804
1064,-0.003575236833246358
1065,-0.0035423675180448555
1066,-0.0035094982028433526
1067,-0.00345126392520877
1068,-0.003367664685141107
1069,-0.003284065445073444
1070,-0.0032096087516549333
1071,-0.003191313416224131
1072,-0.0031730180807933296
1073,-0.0031547227453625278
1074,-0.0031080558874997674
1075,-0.0030533868053613253
1076,-0.002998717723222883
1077,-0.002957685075954564
1078,-0.0029408949795664734
1079,-0.002924104883178383
1080,-0.0028302399659727094
1081,-0.002844646820867925
1082,-0.002781978854945557
1083,-0.0027193108890231897
1084,-0.00264753533787039
1085,-0.0025706367700254755
1086,-0.0024937382021805606
1087,-0.0024326900220705697
1088,-0.0024278386712026485
1089,-0.0024229873203347268
1090,-0.0024181359694668055
1091,-0.0023726232567863634
1092,-0.002320491252648076
1093,-0.002268359248509789
1094,-0.0022093162506484805
1095,-0.0021433622590641506
1096,-0.002077408267479821
1097,-0.0020146213019618313
1098,-0.001988255136206672
1099,-0.001961888970451514
1100,-0.0019355228046963554
1101,-0.001936660510659462
1102,-0.0019484941667352257
1103,-0.0019603278228109895
1104,-0.001956024953322019
1105,-0.0019230349272735085
1106,-0.0018900449012249983
1107,-0.001857054875176488
1108,-0.0018327541862139102
1109,-0.001809008135788732
1110,-0.0017852620853635538
1111,-0.001820939679630295
1112,-0.0018996481890187836
1113,-0.0019783566984072727
1114,-0.0020349107961634993
1115,-0.002012917434496265
1116,-0.00199092407282903
1117,-0.001968930711161795
1118,-0.0019190694087866402
1119,-0.0018622411212345033
1120,-0.0018054128336823661
1121,-0.0017306991281956787
1122,-0.0016332221635195678
1123,-0.001535745198843457
1124,-0.001442551623156704
1125,-0.001398617020847613
1126,-0.0013546824185385218
1127,-0.001310747816229431
1128,-0.0012719522982887672
1129,-0.0012358041874469894
1130,-0.0011996560766052117
1131,-0.0011516489904411997
1132,-0.0010759709618586356
1133,-0.0010002929332760717
1134,-0.0009246149046935078
1135,-0.0009097756966989953
1136,-0.0008988198176781844
1137,-0.0008878639386573736
1138,-0.000881110150700534
1139,-0.0008782352160335145
1140,-0.0008753602813664948
1141,-0.0008730469200369203
1142,-0.0008736818187289361
1143,-0.0008743167174209517
1144,-0.0008749516161129673
1145,-0.0008575151659709395
1146,-0.0008355608786204057
1147,-0.0008136065912698721
1148,-0.0007995663515123455
1149,-0.0007984385051960474
1150,-0.0007973106588797491
1151,-0.0007960285382083332
1152,-0.000787186974136137
1153,-0.0007783454100639409
1154,-0.0007695038459917448
1155,-0.0007011923822746559
1156,-0.0006022449096496033
1157,-0.0005032974370245505
1158,-0.00042762636155114125
1159,-0.0004256638770579321
1160,-0.000423701392564723
1161,-0.0004217389080715138
1162,-0.00040362550227730857
1163,-0.0003833096981238787
1164,-0.000362993893970449
1165,-0.00035325674918615694
1166,-0.00035328452074260804
1167,-0.00035331229229905914
1168,-0.00035198813490681165
1169,-0.0003384966169762952
1170,-0.00032500509904577875
1171,-0.00031151358111526227
1172,-0.00025920213758281096
1173,-0.0001932512607307616
1174,-0.00012730038387871224
1175,-9.060012588676822e-05
1176,-0.00010162456182449368
1177,-0.00011264899776221916
1178,-0.00012367343369994462
1179,-0.00013348159960970669
1180,-0.00014323908760163702
1181,-0.00015299657559356733
1182,-0.00015108233280016048
1183,-0.00014138693614985917
1184,-0.00013169153949955787
1185,-0.00011905057185751705
1186,-9.708196274163487e-05
1187,-7.511335362575267e-05
1188,-5.3144744509870486e-05
1189,-3.884477393197551e-05
1190,-2.622816303315163e-05
1191,-1.3611552134327749e-05
1192,1.8262120916618175e-05
1193,7.27419104070084e-05
1194,0.00012722169989739862
1195,0.00017833430006433592
1220,-0.01818206920427943
1221,-0.018148958690441763
1222,-0.018114539337468857
1223,-0.01804870784525044
1224,-0.017982876353032022
1225,-0.0179170448608136
1226,-0.01690210381941003
1227,-0.015440522990154753
1228,-0.013978942160899475
1229,-0.012430896560571864
1230,-0.0106367589194999
1231,-0.008842621278427937
1232,-0.007048483637355975
1233,-0.007154013297333445
1234,-0.007470617101871751
1235,-0.007787220906410058
1236,-0.007613729041174659
1237,-0.007022748272057895
1238,-0.006431767502941131
1239,-0.0057798617065436654
1240,-0.004681172376754891
1241,-0.003582483046966117
1242,-0.0024837937171773433
1243,-0.0021951813761804137
1244,-0.002162382821117763
1245,-0.0021295842660551127
1246,-0.001962726773258433
1247,-0.0015947808738607846
1248,-0.0012268349744631365
